author,n.runs,index,n.cols,n.added,design.rank,cols,wlp,clear.2fi
Xu,4096,48-36,48,36,1,"4087,2862,1468,2235,3530,1658,866,3451,1707,3166,3589,1423,2601,1684,551,3656,3851,3556,2557,3968,3254,1735,3345,604,1893,3048,471,2630,2869,3313,491,1585,2840,2435,3803,2249","0,6768,0",NA
Xu,4096,65-53,65,53,1,"3006,1245,3924,2159,1441,2808,815,1721,3352,1887,1653,1234,3560,3659,1063,3590,2545,457,997,915,3300,3823,1731,2508,1098,3665,860,3132,1458,429,3382,1555,609,1433,3087,2227,2435,3747,3776,2313,2423,1531,4083,3990,1931,2402,3332,2828,1581,1910,1758,219,1018","2223,21840",NA
Xu,512,10-1.1,10,1,1,511,"0,0,0,0,0,0,1",NA
Xu,512,11-2.1,11,2,1,"127,399","0,0,0,2,1,0,0",NA
Xu,512,12-3.1,12,3,1,"127,399,179","0,0,2,4,1,0,0",NA
Xu,512,13-4.1,13,4,1,"127,399,179,341","0,0,4,8,3,0,0",NA
Xu,512,14-5.1,14,5,1,"127,399,179,341,489","0,0,7,16,7,0,0",NA
Xu,512,15-6.1,15,6,1,"127,391,155,301,206,501","0,0,25,0,30,0",NA
Xu,512,16-7.1,16,7,1,"127,391,155,301,206,188,358","0,0,44,0,45,0",NA
Xu,512,17-8.1,17,8,1,"127,391,155,301,206,188,358,369","0,0,68,0,85,0",NA
Xu,512,18-9.1,18,9,1,"127,391,155,301,206,188,358,369,468","0,0,102,0,153",NA
Xu,512,19-10.1,19,10,1,"127,143,307,181,211,285,327,105,427,473","0,12,84,156",NA
Xu,512,20-11.1,20,11,1,"127,143,307,181,211,285,327,105,427,473,485","0,16,120,240",NA
Xu,512,21-12.1,21,12,1,"127,143,307,181,211,285,327,105,427,473,485,510","0,21,168,360",NA
Xu,512,22-13.1,22,13,1,"127,391,155,301,206,188,358,350,507,105,298,275,369","0,63,189,325",NA
Xu,512,23-14.1,23,14,1,"127,391,155,301,206,188,358,23,340,430,435,90,450,99","0,84,252,445",NA
Xu,512,24-15.1,24,15,1,"127,391,155,301,206,188,358,23,469,380,226,77,441,116,420","2,102,332",NA
Xu,512,25-16.1,25,16,1,"127,143,307,181,211,285,105,427,331,337,39,456,60,453,162,198","4,127,428",NA
Xu,512,26-17,26,17,1,,"6,158",NA
Xu,512,27-18,27,18,1,,"9,195",NA
Xu,512,28-19,28,19,1,,"13,236",NA
Xu,512,29-20,29,20,1,"501,47,440,382,242,361,422,306,189,461,401,270,427,106,343,59,480,222,487,196","17,285",NA
Xu,512,30-21,30,21,1,,"22,337",NA
Xu,512,31-22,31,22,1,,"27,402",NA
Xu,512,32-23,32,23,1,"445,118,345,199,468,59,334,156,497,356,99,430,15,85,383,153,233,165,387,443,261,339,308","35,470",NA
Xu,512,33-24,33,24,1,"445,118,345,199,468,59,334,156,497,356,99,430,15,85,383,153,233,165,387,443,261,339,172,182","43,556",NA
Xu,512,34-25,34,25,1,"493,283,174,87,107,310,220,435,201,462,340,113,416,298,269,104,406,427,181,135,31,505,469,250,496","52,644",NA
Xu,512,35-26,35,26,1,,"60,756",NA
Xu,512,36-27,36,27,1,"493,283,174,87,107,310,220,435,201,462,340,113,416,298,269,104,406,427,181,135,31,505,469,250,140,58,496","72,872",NA
Xu,512,37-28,37,28,1,"319,482,171,327,241,109,472,510,116,23,393,282,308,353,451,313,496,154,86,391,267,429,242,471,495,334,149,75","84,1004",NA
Xu,512,38-29,38,29,1,,"99,1146",NA
Xu,512,39-30,39,30,1,"415,110,333,171,472,421,91,156,338,353,383,390,116,237,7,296,161,99,54,146,394,184,431,211,283,404,350,93,441,337","115,1312",NA
Xu,512,40-31,40,31,1,"445,115,230,295,506,31,333,403,75,297,420,245,383,414,452,488,175,368,497,101,342,92,162,306,120,206,353,168,156,125,459","133,1484",NA
Xu,512,41-32,41,32,1,,"153,1694",NA
Xu,512,42-33,42,33,1,"445,115,230,295,506,31,333,403,75,297,420,245,383,414,452,488,175,368,497,101,342,92,162,306,120,206,125,459,281,208,426,355,255","174,1930",NA
Xu,512,43-34,43,34,1,,"197,2184",NA
Xu,512,44-35,44,35,1,"439,121,227,351,496,426,220,78,201,396,114,308,255,486,364,489,119,445,338,307,56,214,178,455,19,265,348,159,39,285,417,234,262,508,408","222,2440",NA
Xu,512,45-36,45,36,1,"439,121,227,351,496,426,220,78,201,396,114,308,255,486,364,489,119,445,338,307,56,214,178,455,19,265,348,159,39,285,417,234,262,408,279,194","250,2730",NA
Xu,512,46-37,46,37,1,,"280,3051",NA
Xu,512,47-38,47,38,1,"471,122,434,302,283,191,227,462,246,177,135,43,449,77,208,492,344,357,165,496,121,110,228,408,466,397,211,323,473,388,278,31,44,50,184,332,103,506","311,3411",NA
Xu,512,48-39,48,39,1,"382,391,458,465,355,428,443,317,438,326,360,89,461,55,227,14,191,303,500,338,214,417,410,292,101,252,251,277,347,206,409,147,141,176,199,170,268,95,487","346,3775",NA
Xu,512,49-40,49,40,1,"253,286,428,471,155,313,506,372,175,105,209,204,394,71,449,478,117,243,484,339,203,354,468,328,489,438,43,432,423,319,131,268,405,302,15,133,177,151,25,230","384,4175",NA
Xu,512,50-41,50,41,1,"439,109,496,286,155,188,454,227,393,291,255,232,58,339,78,410,245,479,341,91,352,263,141,308,421,175,364,81,297,119,273,379,150,382,473,212,344,482,461,400,102","427,4603",NA
Xu,512,51-42,51,42,1,"501,234,121,314,364,431,220,103,479,169,480,27,166,446,504,109,85,270,158,362,419,335,215,338,428,344,127,406,284,281,410,205,441,426,46,413,293,239,219,294,139,145","468,5088",NA
Xu,512,52-43,52,43,1,"494,307,127,481,471,171,90,252,149,270,198,178,301,358,329,208,219,452,376,395,89,231,280,161,292,180,418,13,193,506,56,432,108,99,46,425,142,404,86,349,403,279,447","521,5600",NA
Xu,512,54-45,54,45,1,"477,59,391,364,410,331,229,309,207,438,86,226,119,441,452,233,279,298,69,186,134,120,491,415,291,467,139,219,500,392,74,346,345,26,431,81,37,261,369,220,286,151,148,21,416","643,6648",NA
Xu,512,61-52,61,52,1,"239,314,457,124,406,484,419,269,240,89,503,195,476,363,86,401,236,59,302,330,324,349,475,138,504,251,90,466,61,79,226,151,167,83,444,354,454,319,157,119,229,41,133,374,359,309,396,360,52,443,510,99","1164,11994",NA
Xu,512,68-59,68,59,1,"494,181,295,223,348,118,443,470,190,449,275,363,224,140,381,237,297,166,131,202,281,290,440,378,242,358,235,115,364,323,318,209,334,196,124,43,91,511,30,249,508,501,179,44,343,438,29,101,398,386,271,325,338,353,137,278,389,266,474","1959,20034",NA
Xu,512,78-69,78,69,1,"505,370,220,279,59,397,419,195,380,267,86,490,453,190,400,420,251,178,145,30,79,503,218,169,61,294,470,467,328,184,76,346,205,213,165,392,463,357,355,217,261,88,367,126,341,74,55,270,345,457,486,386,326,333,208,480,411,305,13,385,274,21,276,142,157,405,280,151,472","3870,37963",NA
Xu,512,87-78,87,78,1,"379,399,87,481,189,358,43,90,418,203,281,439,440,309,180,50,478,365,168,117,76,155,60,460,491,297,97,292,214,262,236,284,499,349,405,304,505,488,344,410,307,319,251,84,69,465,120,279,211,46,7,322,387,19,138,484,274,267,230,310,240,508,352,339,111,370,254,455,49,37,206,335,375,106,428,30,223,457","6407,60906",NA
Xu,512,98-89,98,89,1,"379,248,341,316,94,481,141,407,239,338,454,203,54,242,396,161,329,138,181,304,224,241,418,494,477,215,314,446,374,302,45,233,191,156,186,25,369,501,468,435,506,19,97,458,227,218,292,204,295,511,400,283,125,244,351,309,108,91,365,84,484,453,323,31,436,234,150,49,385,289,112,102,26,441,478,465,421,42,79,424,463,14,122,251,135,286,352,344,11","11409,90646",NA
Xu,512,160-151,160,151,1,"506,206,403,217,342,171,63,269,480,252,283,457,92,365,298,95,81,276,53,390,231,300,400,438,412,478,366,505,475,417,45,466,183,30,380,495,339,279,152,149,359,392,307,137,483,73,440,243,131,166,138,57,317,200,74,168,108,273,58,356,234,120,503,150,193,274,321,485,477,294,455,409,452,116,341,318,410,212,465,395,240,98,486,155,255,140,97,46,420,346,7,389,178,500,430,180,228,29,190,415,246,293,165,270,123,336,437,177,345,126,215,322,423,332,418,429,69,189,218,335,472,303,370,11,70,458,125,19,54,369,297,304,360,82,119,60,492,35,205,383,67,280,363,111,233,203,443,194,143,259,245","85560,1048576",NA
